"id","post_id","language_code","name","description","content"
"6ac3c5f2-cdbf-49c8-b25d-df494c4e3815","ad98f99d-25e9-4c7b-828a-55eff228e4f4","en","Bread Distribution – South Gaza, Abu Erif Camp","Distributing 250 bundles of bread to families in South Gaza to support them with essential daily food during difficult living conditions","This relief initiative aims to provide fresh bread to families residing in the Abu Erif “C” Camp in South Gaza. Due to challenging economic and humanitarian conditions, many families face difficulties securing daily food. Through this project, HopeBridge Charity distributed 250 bundles of bread to 250 direct beneficiaries, supporting approximately 1,250 individuals indirectly.
This effort ensures that families have access to a basic and vital food source, alleviating hunger and bringing a sense of care and community support during tough times"
"7b890634-f656-4212-aa77-21c5aa7a2f0b","3fece07d-7db4-443f-a338-537dd0e4cf98","en","Medical Tent Project","A humanitarian project providing 95 types of medicines and treatments, benefiting sick children at Hassan Salama School","The Medical Tent Project is an initiative by  Hope Bridge Foundation aimed at providing essential healthcare to sick children and alleviating their suffering.
Through this project, 95 types of medicines and treatments were delivered, benefiting 95 direct beneficiaries and 190 indirect beneficiaries.
The project was carried out at Hassan Salama School, mainly targeting sick children in need of basic medical care.
Its main goal is to improve children’s health, ease their suffering, and provide essential treatments that contribute to a safer and healthier life."
"8ade1a7c-4c75-48ba-97c5-5f89afc324b1","e74188e4-be4c-4108-9bd0-c6f516759e2c","en","Food Parcel Distribution Project – Supporting Vulnerable Families in Gaza","An initiative to distribute complete food parcels to widows, the elderly, and displaced families to ease their daily struggles.","The Food Parcel Distribution Project was implemented by   Hope Bridge Foundation in response to the difficult humanitarian conditions faced by the people of Gaza, especially displaced and poor families who lost their sources of income.
Through this project, complete food parcels containing essential supplies were distributed to help families secure their daily meals.

Distribution Details:

09.05.2024 – Hassan Mustafa School

75 food parcels distributed

45 direct beneficiaries

270 indirect beneficiaries

Target group: Widowed women who lost their breadwinners and live under harsh conditions

18.05.2024 – Holy Family School

35 food parcels distributed

35 direct beneficiaries

210 indirect beneficiaries

Target group: Elderly people

01.06.2024 – Jabalia Camp & Jabalia

25 food parcels distributed

25 direct beneficiaries

125 indirect beneficiaries

Target group: Displaced families

Project Goal:

To alleviate the suffering of vulnerable families, secure their basic food needs, and bring hope to children, mothers, and the elderly by showing them they are not alone in their struggle."
"96b42f2b-e2ea-4eb5-b66b-dea1962d0d63","2ebf7c81-4773-4db6-8da1-6df8d179377b","ar","التقرير السنوي متاح الآن","تقريرنا السنوي يسلط الضوء على الإنجازات.","تقريرنا السنوي للسنة المالية الماضية متاح الآن. يتضمن التقرير تفاصيل إنجازاتنا، ومبادراتنا الرئيسية، ونظرة عامة على الوضع المالي. إنه دليل على العمل الجاد لفريقنا والدعم الثابت من المانحين والشركاء. ندعوكم لقراءة التقرير والاطلاع على التأثير الذي أحدثته مساهماتكم."
"9c92cdc1-af9d-44f3-84d1-cd49ff12beea","1052c020-ea5d-4b3d-8fc6-957c99369c00","en","Winter Clothing Distribution","Providing essential winter clothing to families in South Gaza to help them stay warm and safe during the cold season","This relief project focuses on distributing winter clothing to families living in the Abu Erif “C” Camp in South Gaza. With the temperature dropping and limited access to proper clothing, many families—especially children—struggle to stay warm. Through this initiative, HopeBridge Charity provided warm clothing to 29 direct beneficiaries, ensuring comfort and protection during the harsh winter months. Indirectly, this support also extends to their family members and community, fostering warmth, dignity, and hope"
"a06de023-faf5-4720-95df-d6042066219e","699726db-2e95-4612-9303-b4dcfab0a91a","en","Annual Report Now Available2","Our annual report highlights achievements.","Our Annual Report for the past fiscal year is now available. The report details our accomplishments, key initiatives, and financial overview. It's a testament to the hard work of our team and the unwavering support of our donors and partners. We invite you to read the report and see the impact your contributions have made."
"a7f25921-0afe-4d6b-a91c-211a9f037e6d","41387e59-1c31-4ada-9048-ca45dc017bdc","en","Heating Pack Distribution – South Gaza, Esdod Camp","Providing heating packs to families in South Gaza to help them stay warm and protected during the cold winter months","This humanitarian relief project focuses on distributing heating packs to families living in the Esdod Camp in South Gaza. As temperatures drop and resources remain scarce, many families—especially children and the elderly—struggle to keep warm.
Through this initiative, HopeBridge Charity distributed 80 heating packs to 80 direct beneficiaries, offering warmth, comfort, and safety during the harsh winter season.
This support also extends indirectly to family members, helping reduce winter hardships and spreading hope and compassion throughout the community"
"b41d4a30-1853-4f8f-a4b1-c51cb948db27","699726db-2e95-4612-9303-b4dcfab0a91a","ar","التقرير السنوي متاح الآن2","تقريرنا السنوي يسلط الضوء على الإنجازات.","تقريرنا السنوي للسنة المالية الماضية متاح الآن. يتضمن التقرير تفاصيل إنجازاتنا، ومبادراتنا الرئيسية، ونظرة عامة على الوضع المالي. إنه دليل على العمل الجاد لفريقنا والدعم الثابت من المانحين والشركاء. ندعوكم لقراءة التقرير والاطلاع على التأثير الذي أحدثته مساهماتكم."
"bfb26655-3544-4059-88cf-d676262a3815","e74188e4-be4c-4108-9bd0-c6f516759e2c","ar","مشروع توزيع الطرود الغذائية – دعم الأسر المحتاجة في غزة","مبادرة لتوزيع طرود غذائية متكاملة على الأرامل، كبار السن، والأسر النازحة لتخفيف معاناتهم المعيشية.","مشروع توزيع الطرود الغذائية هو مبادرة نفذتها مؤسسة جسر الأمل الخيرية استجابةً للظروف الإنسانية الصعبة التي يعيشها أهلنا في قطاع غزة، خاصةً الأسر النازحة والفقيرة التي فقدت مصدر رزقها.
من خلال المشروع تم تجهيز وتوزيع طرود غذائية متكاملة تحتوي على المواد الأساسية لتأمين الغذاء اليومي للعائلات المستفيدة.

تفاصيل التوزيع:

09.05.2024 – مدرسة مصطفى حافظ

تم توزيع 75 طردًا غذائيًا

45 مستفيدًا مباشرًا

270 مستفيدًا غير مباشرًا

الفئة المستهدفة: نساء أرامل فقدن المعيل ويعشن ظروفًا إنسانية صعبة

18.05.2024 – مدرسة العائلة المقدسة

تم توزيع 35 طردًا غذائيًا

35 مستفيدًا مباشرًا

210 مستفيدين غير مباشرين

الفئة المستهدفة: كبار السن

01.06.2024 – معسكر جباليا وجباليا

تم توزيع 25 طردًا غذائيًا

25 مستفيدًا مباشرًا

125 مستفيدًا غير مباشرًا

الفئة المستهدفة: الأسر النازحة

الهدف من المشروع:

المساهمة في تخفيف معاناة الأسر المحتاجة، وتوفير احتياجاتهم الغذائية الأساسية، وإرسال رسالة أمل للأطفال والأمهات وكبار السن بأن هناك من يقف بجانبهم في محنتهم.

"
"d84915fa-f947-4845-99a3-a9384f91c08b","9d59eea7-d058-494a-aae9-ee9c9a73e91e","en","Water Project","Recognizing the vital importance of clean drinking water as a basic necessity of life."," Hope Bridge Charity Foundation carried out a project to distribute safe drinking water to meet the needs of displaced families and the most vulnerable groups, including kidney patients who rely on clean water as an essential part of their treatment.

What was provided?

15,000 liters of desalinated water – 12.05.2024 – Asmaa School + Al-Nasr Clinic – for displaced families

60 boxes of bottled water – 18.05.2024 – Holy Family School – for kidney patients

Number of beneficiaries

More than 2,127 direct beneficiaries

More than 1,750 indirect beneficiaries

Implementation locations

Asmaa School

Al-Nasr Clinic

Holy Family School

Target groups

Displaced families

Kidney patients

Project goal

To provide safe and clean drinking water to vulnerable groups, contribute to disease prevention, and improve the community’s health and living conditions."
"d920e758-f3b3-41c9-96d6-4d7d8e35cb54","3fbc0f13-c711-46b0-9399-c1f90d3418de","ar","مشروع توزيع لحوم الأضاحي","توزيع لحوم ووجبات مطبوخة على الأسر النازحة وموظفي الجمعية بمناسبة عيد الأضحى","نفذت مؤسسة جسر الأمل مشروع توزيع لحوم الأضاحي في جنوب غزة خلال موسم العيد، بهدف تعزيز التكافل الاجتماعي وإدخال السرور على الأسر المحتاجة.
تم توزيع 122 كغم من اللحوم الطازجة و160 وجبة ساخنة للأسر النازحة، إضافةً إلى 40 كغم من اللحوم لموظفي الجمعية.
بلغ عدد المستفيدين المباشرين 322 شخصًا، وغير المباشرين حوالي 360 شخصًا.
استهدف المشروع الأسر النازحة وموظفي الجمعية لتوفير وجبات غذائية غنية بالبروتين ومشاركة فرحة العيد معهم"
"e5e9d99c-3514-47ca-a76d-e24a7b91a7be","9d59eea7-d058-494a-aae9-ee9c9a73e91e","ar","مشروع توزيع المياه الصالحة للشرب","انطلاقًا من أهمية توفير مياه نظيفة كأحد أساسيات الحياة .","عملت مؤسسة جسر الأمل الخيرية على تنفيذ مشروع توزيع المياه الصالحة للشرب لتلبية احتياجات الأسر النازحة والفئات الأكثر هشاشة، بما في ذلك مرضى الكلى الذين يعتمدون على المياه النقية كجزء أساسي من علاجهم.

ما الذي تم تقديمه؟

15,000 لتر من المياه المحلاة – 12.05.2024 – مدرسة أسماء + مستوصف النصر – للأسر النازحة

60 صندوق مياه معدنية – 18.05.2024 – مدرسة العائلة المقدسة – لمرضى الكلى

عدد المستفيدين

أكثر من 2,127 مستفيد مباشر

أكثر من 1,750 مستفيد غير مباشر

أماكن التنفيذ

مدرسة أسماء

مستوصف النصر

مدرسة العائلة المقدسة

الفئات المستهدفة

الأسر النازحة

مرضى الكلى

الهدف من المشروع

توفير مياه شرب آمنة ونظيفة للفئات المحتاجة، والمساهمة في الوقاية من الأمراض، وتحسين الظروف الصحية والمعيشية للمجتمع."
"e763f742-db03-4cf5-92f8-af76b6b78619","6b1f8985-9250-49af-aa11-2989a3684d71","ar","تكية جسر الأمل","تحضير وتوزيع 15 قدرًا من الأرز الساخن لتلبية احتياجات الأسر النازحة وتخفيف معاناتهم اليومية.","في إطار تعزيز قيم التكافل الاجتماعي والوقوف إلى جانب الأسر النازحة، نفذت مؤسسة جسر الأمل مشروع تكية لتوزيع الطعام الساخن في شارع النفق.
تم خلال المشروع تحضير وتوزيع 15 قدرًا كبيرًا من الأرز، مما ساهم في تلبية حاجة 1125 مستفيدًا مباشرًا، إضافةً إلى 5250 مستفيدًا غير مباشر من أفراد أسرهم.
استهدف المشروع العائلات النازحة التي تواجه صعوبات في تأمين غذائها اليومي، بهدف توفير وجبات مغذية ودافئة تُدخل الطمأنينة والراحة في قلوبهم وسط الظروف المعيشية الصعبة."
"eba84f9e-f661-45fc-b6f0-1d1f00094ead","ee7301e1-07ef-4ef9-a375-0d1feff4880d","en","Food Parcels Distribution – South Gaza, Esdod Camp","Delivering essential food parcels to families in Esdod Camp, South Gaza, to support their daily nutritional needs during challenging times","This humanitarian relief project aims to distribute 50 food parcels to families in Esdod Camp, South Gaza. Many households in the area face food shortages due to difficult living conditions and limited access to resources. Through this initiative, HopeBridge Charity provided food parcels to 50 direct beneficiaries, benefiting over 250 people indirectly by ensuring that families have access to nutritious and sufficient meals.
This project reflects HopeBridge’s ongoing commitment to fighting hunger, supporting vulnerable families, and spreading hope across Gaza’s communities"
"ec3a370f-5a0e-4996-b4d9-871a89312eda","ffd50e35-1141-44bc-9f8b-5e1f68ab4d4c","en","Bread Distribution Project – Meeting the Daily Needs of Displaced Families","200 fresh loaves of bread distributed to 200 displaced families, reaching over 1,000 beneficiaries directly and indirectly.","As part of supporting essential daily food needs and responding to the urgent demand for bread as a vital staple, Hope Bridge Foundation implemented the Bread Distribution Project for displaced families.
A total of 200 fresh loaves of bread were distributed, directly benefiting 200 individuals and indirectly reaching 1,000 family members.

Locations:
Jabalia Camp and Jabalia City.

Target Groups:
Displaced families struggling to secure their daily food needs.

Project Goal:
To help meet families’ daily bread requirements and ease the living burden faced by those enduring difficult circumstances."
"f4b80f9f-79e3-4cba-83f0-3f2ab13b13ce","ee7301e1-07ef-4ef9-a375-0d1feff4880d","ar","توزيع الطرود الغذائية – جنوب غزة، مخيم إسدود","تقديم طرود غذائية أساسية للأسر في مخيم إسدود بجنوب غزة لتلبية احتياجاتهم الغذائية اليومية خلال الأوقات الصعبة","يهدف هذا المشروع الإغاثي إلى توزيع 50 طردًا غذائيًا على الأسر المقيمة في مخيم إسدود بجنوب غزة. تعاني العديد من العائلات في المنطقة من نقص في المواد الغذائية بسبب صعوبة الأوضاع المعيشية وقلة الموارد. ومن خلال هذه المبادرة، قامت مؤسسة  جسر الامل  بتقديم طرود غذائية لـ 50 مستفيدًا مباشرًا، مما ساهم في دعم أكثر من 250 شخصًا بشكل غير مباشر عبر تأمين وجبات غذائية مغذية وكافية.
يعكس هذا المشروع التزام مؤسسة هوب بريدج المستمر في مكافحة الجوع ودعم الأسر الضعيفة ونشر الأمل في مجتمعات غزة"
